 s 	 name new  	 name old  	 diffx 	 diffy 	 diff(45) 
 0.000000 	 "ATLASPIPE1.R1" 	  "MK.IP1.R.1" 	 0.005500 	 0.005500 	 0.005500 
 0.100000 	 "ATLASPIPE1.R1" 	  "MK.IP1.R.1" 	 0.001488 	 0.001488 	 0.001488 
 0.200000 	 "ATLASPIPE2.R1" 	  "MK.IP1.R.1" 	 0.002976 	 0.002976 	 0.002976 
 0.300000 	 "ATLASPIPE2.R1" 	  "MK.IP1.R.1" 	 0.004463 	 0.004463 	 0.004463 
 0.400000 	 "ATLASPIPE2.R1" 	  "MK.IP1.R.1" 	 0.005500 	 0.005500 	 0.005500 
 0.500000 	 "ATLASPIPE2.R1" 	  "MK.IP1.R.1" 	 0.005500 	 0.005500 	 0.005500 
 0.600000 	 "ATLASPIPE3.R1" 	  "MK.IP1.R.1" 	 0.005500 	 0.005500 	 0.005500 
 0.700000 	 "ATLASPIPE3.R1" 	  "MK.IP1.R.1" 	 0.005500 	 0.005500 	 0.005500 
 0.800000 	 "ATLASPIPE3.R1" 	  "MK.IP1.R.1" 	 0.005500 	 0.005500 	 0.005500 
 0.900000 	 "ATLASPIPE3.R1" 	  "MK.IP1.R.1" 	 0.005500 	 0.005500 	 0.005500 
 1.000000 	 "ATLASPIPE4.R1" 	  "MK.IP1.R.2" 	 0.005500 	 0.005500 	 0.005500 
 1.100000 	 "ATLASPIPE4.R1" 	  "MK.IP1.R.2" 	 0.005500 	 0.005500 	 0.005500 
 1.200000 	 "ATLASPIPE4.R1" 	  "MK.IP1.R.2" 	 0.005500 	 0.005500 	 0.005500 
 1.300000 	 "ATLASPIPE5.R1" 	  "MK.IP1.R.2" 	 0.005500 	 0.005500 	 0.005500 
 1.400000 	 "ATLASPIPE5.R1" 	  "MK.IP1.R.2" 	 0.005500 	 0.005500 	 0.005500 
 1.500000 	 "ATLASPIPE5.R1" 	  "MK.IP1.R.2" 	 0.005500 	 0.005500 	 0.005500 
 1.600000 	 "ATLASPIPE5.R1" 	  "MK.IP1.R.2" 	 0.005500 	 0.005500 	 0.005500 
 1.700000 	 "ATLASPIPE6.R1" 	  "MK.IP1.R.2" 	 0.005500 	 0.005500 	 0.005500 
 1.800000 	 "ATLASPIPE6.R1" 	  "MK.IP1.R.2" 	 0.005500 	 0.005500 	 0.005500 
 1.900000 	 "ATLASPIPE6.R1" 	  "MK.IP1.R.2" 	 0.005500 	 0.005500 	 0.005500 
 2.000000 	 "ATLASPIPE6.R1" 	  "MK.IP1.R.3" 	 0.005500 	 0.005500 	 0.005500 
 2.100000 	 "ATLASPIPE7.R1" 	  "MK.IP1.R.3" 	 0.005500 	 0.005500 	 0.005500 
 2.200000 	 "ATLASPIPE7.R1" 	  "MK.IP1.R.3" 	 0.005500 	 0.005500 	 0.005500 
 2.300000 	 "ATLASPIPE7.R1" 	  "MK.IP1.R.3" 	 0.005500 	 0.005500 	 0.005500 
 2.400000 	 "ATLASPIPE7.R1" 	  "MK.IP1.R.3" 	 0.005500 	 0.005500 	 0.005500 
 2.500000 	 "ATLASPIPE8.R1" 	  "MK.IP1.R.3" 	 0.005500 	 0.005500 	 0.005500 
 2.600000 	 "ATLASPIPE8.R1" 	  "MK.IP1.R.3" 	 0.005500 	 0.005500 	 0.005500 
 2.700000 	 "ATLASPIPE8.R1" 	  "MK.IP1.R.3" 	 0.005500 	 0.005500 	 0.005500 
 2.800000 	 "ATLASPIPE9.R1" 	  "MK.IP1.R.3" 	 0.005500 	 0.005500 	 0.005500 
 2.900000 	 "ATLASPIPE9.R1" 	  "MK.IP1.R.3" 	 0.005500 	 0.005500 	 0.005500 
 3.000000 	 "ATLASPIPE9.R1" 	  "MK.IP1.R.4" 	 0.005500 	 0.005500 	 0.005500 
 3.100000 	 "ATLASPIPE9.R1" 	  "MK.IP1.R.4" 	 0.005500 	 0.005500 	 0.005500 
 3.200000 	 "ATLASPIPE10.R1" 	  "MK.IP1.R.4" 	 0.005500 	 0.005500 	 0.005500 
 3.300000 	 "ATLASPIPE10.R1" 	  "MK.IP1.R.4" 	 0.005500 	 0.005500 	 0.005500 
 3.400000 	 "ATLASPIPE10.R1" 	  "MK.IP1.R.4" 	 0.004257 	 0.004257 	 0.004257 
 3.500000 	 "VC1A.1R1.A.B1" 	  "MK.IP1.R.4" 	 0.002554 	 0.002554 	 0.002554 
 3.600000 	 "VC1A.1R1.A.B1" 	  "MK.IP1.R.4" 	 0.000851 	 0.000851 	 0.000851 
 3.700000 	 "ATLASPIPE11.R1" 	  "MK.IP1.R.4" 	 0.003881 	 0.003881 	 0.003881 
 3.800000 	 "ATLASPIPE11.R1" 	  "MK.IP1.R.4" 	 0.002107 	 0.002107 	 0.002107 
 3.900000 	 "VC1A.1R1.B.B1" 	  "MK.IP1.R.4" 	 0.000332 	 0.000332 	 0.000332 
 4.000000 	 "ATLASPIPE12.R1" 	  "MK.IP1.R.5" 	 -0.000097 	 -0.000097 	 -0.000097 
 8.900000 	 "ATLASPIPE25.R1" 	  "MK.IP1.R.9" 	 -0.000044 	 -0.000044 	 -0.000044 
 9.000000 	 "VC1T.1R1.A.B1" 	  "MK.IP1.R.10" 	 -0.000200 	 -0.000200 	 -0.000200 
 9.100000 	 "VC1T.1R1.A.B1" 	  "MK.IP1.R.10" 	 -0.000117 	 -0.000117 	 -0.000117 
 9.200000 	 "ATLASPIPE26.R1" 	  "MK.IP1.R.10" 	 -0.000034 	 -0.000034 	 -0.000034 
 10.400000 	 "VC1T.1R1.B.B1" 	  "MK.IP1.R.11" 	 -0.000142 	 -0.000142 	 -0.000142 
 10.500000 	 "VC1T.1R1.C.B1" 	  "MK.IP1.R.12" 	 -0.001833 	 -0.001833 	 -0.001833 
 14.400000 	 "ATLASPIPE40.R1" 	  "MK.IP1.R.17" 	 -0.000629 	 -0.000629 	 -0.000629 
 18.500000 	 "VC1JP.1R1.A.B1" 	  "MK.IP1.R.22" 	 0.000500 	 0.000500 	 0.000500 
 18.600000 	 "VC1JP.1R1.C.B1" 	  "MK.IP1.R.22" 	 0.031654 	 0.031654 	 0.031654 
 18.700000 	 "VC1JP.1R1.D.B1" 	  "MK.IP1.R.22" 	 0.030743 	 0.030743 	 0.030743 
 18.800000 	 "ATLASPIPE52.R1" 	  "MK.IP1.R.22" 	 0.021893 	 0.021893 	 0.021893 
 18.900000 	 "ATLASPIPE52.R1" 	  "TAS.1R1" 	 0.013124 	 0.013124 	 0.013124 
 19.000000 	 "VC1S.1R1.A.B1" 	  "TAS.1R1" 	 0.005375 	 0.005375 	 0.005375 
 19.100000 	 "S.TASC.1R1" 	  "TAS.1R1" 	 -0.011304 	 -0.011304 	 -0.011304 
 19.200000 	 "S.TASC.1R1" 	  "TAS.1R1" 	 -0.013000 	 -0.013000 	 -0.013000 
 19.300000 	 "S.TASC.1R1" 	  "TAS.1R1" 	 -0.013000 	 -0.013000 	 -0.013000 
 19.400000 	 "S.TASC.1R1" 	  "TAS.1R1" 	 -0.013000 	 -0.013000 	 -0.013000 
 19.500000 	 "S.TASC.1R1" 	  "TAS.1R1" 	 -0.013000 	 -0.013000 	 -0.013000 
 19.600000 	 "TASC.1R1" 	  "TAS.1R1" 	 -0.013000 	 -0.013000 	 -0.013000 
 19.700000 	 "TASC.1R1" 	  "TAS.1R1" 	 -0.013000 	 -0.013000 	 -0.013000 
 19.800000 	 "TASC.1R1" 	  "TAS.1R1" 	 -0.013000 	 -0.013000 	 -0.013000 
 19.900000 	 "TASC.1R1" 	  "TAS.1R1" 	 -0.013000 	 -0.013000 	 -0.013000 
 20.000000 	 "TASC.1R1" 	  "TAS.1R1" 	 -0.013000 	 -0.013000 	 -0.013000 
 20.100000 	 "TASC.1R1" 	  "TAS.1R1" 	 -0.013000 	 -0.013000 	 -0.013000 
 20.200000 	 "TASC.1R1" 	  "TAS.1R1" 	 -0.013000 	 -0.013000 	 -0.013000 
 20.300000 	 "TASC.1R1" 	  "TAS.1R1" 	 -0.013000 	 -0.013000 	 -0.013000 
 20.400000 	 "TASC.1R1" 	  "TAS.1R1" 	 -0.013000 	 -0.013000 	 -0.013000 
 20.500000 	 "E.TASC.1R1" 	  "TAS.1R1" 	 -0.013000 	 -0.013000 	 -0.013000 
 20.600000 	 "E.TASC.1R1" 	  "TAS.1R1" 	 -0.013000 	 -0.013000 	 -0.013000 
 20.700000 	 "E.TASC.1R1" 	  "TAS.1R1" 	 -0.013000 	 -0.013000 	 -0.013000 
 20.800000 	 "E.TASC.1R1" 	  "TAS.1R1" 	 -0.013000 	 -0.013000 	 -0.013000 
 20.900000 	 "E.TASC.1R1" 	  "TAS.1R1" 	 -0.011214 	 -0.011214 	 -0.011214 
 21.000000 	 "VC1S.1R1.B.B1" 	  "TAS.1R1" 	 -0.000157 	 -0.000157 	 -0.000157 
 21.100000 	 "VC1S.1R1.C.B1" 	  "BPMSW.S.1R1.B1" 	 -0.001622 	 -0.001622 	 -0.001622 
 21.200000 	 "VBX.1R1.A.B1" 	  "BPMSW.S.1R1.B1" 	 -0.002000 	 -0.002000 	 -0.002000 
 21.300000 	 "BPMSW.1R1.A.B1" 	  "BPMSW.E.1R1.B1" 	 -0.001500 	 -0.001500 	 -0.001500 
 21.500000 	 "BPMSW.1R1.C.B1" 	  "BPMSW.E.1R1.B1" 	 -0.000196 	 -0.000109 	 -0.000109 
 21.600000 	 "BPMSW.1R1.C.B1" 	  "BPMSW.E.1R1.B1" 	 -0.001225 	 -0.000682 	 -0.000682 
 21.700000 	 "BPMWF.1R1.A.B1" 	  "BPMSW.E.1R1.B1" 	 -0.003108 	 -0.002108 	 -0.002108 
 21.800000 	 "VMDQB.1R1.A.B1" 	  "BPMSW.E.1R1.B1" 	 -0.003383 	 -0.001927 	 -0.001927 
 21.900000 	 "VMDQB.1R1.B.B1" 	  "BPMSW.E.1R1.B1" 	 -0.004326 	 -0.002414 	 -0.002414 
 22.000000 	 "VMDQB.1R1.B.B1" 	  "BPMSW.E.1R1.B1" 	 -0.006014 	 -0.003645 	 -0.003645 
 22.100000 	 "VVGSF.1R1.A.B1" 	  "VSSL.S.1R1.B1" 	 -0.007833 	 -0.005007 	 -0.005007 
 22.200000 	 "VVGSF.1R1.B.B1" 	  "VSSL.S.1R1.B1" 	 -0.008245 	 -0.005224 	 -0.005224 
 22.300000 	 "VVGSF.1R1.B.B1" 	  "VSSL.S.1R1.B1" 	 -0.005989 	 -0.003821 	 -0.003821 
 22.400000 	 "VSSL.1R1.A.B1" 	  "VSSL.S.1R1.B1" 	 -0.003733 	 -0.002417 	 -0.002417 
 22.500000 	 "VSSL.1R1.A.B1" 	  "VSSL.S.1R1.B1" 	 -0.001477 	 -0.001014 	 -0.001014 
 22.600000 	 "VSSL.1R1.A.B1" 	  "VSSL.S.1R1.B1" 	 -0.000250 	 -0.000250 	 -0.000250 
 22.700000 	 "VSSL.1R1.A.B1" 	  "VSSL.S.1R1.B1" 	 -0.000250 	 -0.000250 	 -0.000250 
 22.800000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 22.900000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 23.000000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 23.100000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 23.200000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 23.300000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 23.400000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 23.500000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 23.600000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 23.700000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 23.800000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 23.900000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 24.000000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 24.100000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 24.200000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 24.300000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 24.400000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 24.500000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 24.600000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 24.700000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 24.800000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 24.900000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 25.000000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 25.100000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 25.200000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 25.300000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 25.400000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 25.500000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 25.600000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 25.700000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 25.800000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 25.900000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 26.000000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 26.100000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 26.200000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 26.300000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 26.400000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 26.500000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 26.600000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 26.700000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 26.800000 	 "VSSL.1R1.A.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 26.900000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 27.000000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 27.100000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 27.200000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 27.300000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 27.400000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 27.500000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 27.600000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 27.700000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 27.800000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 27.900000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 28.000000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 28.100000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 28.200000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 28.300000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 28.400000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 28.500000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 28.600000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 28.700000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 28.800000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 28.900000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 29.000000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 29.100000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 29.200000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 29.300000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 29.400000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 29.500000 	 "VSSL.1R1.B.B1" 	  "MQXA.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 29.600000 	 "VSSL.1R1.B.B1" 	  "MCBX.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 29.700000 	 "VSSL.1R1.B.B1" 	  "MCBX.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 29.800000 	 "VSSL.1R1.B.B1" 	  "MCBX.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 29.900000 	 "VSSL.1R1.B.B1" 	  "MCBX.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 30.000000 	 "VSSL.1R1.B.B1" 	  "MCBX.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 30.100000 	 "VSSL.1R1.B.B1" 	  "MCBX.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 30.200000 	 "VSSL.1R1.B.B1" 	  "MCBX.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 30.300000 	 "VSSL.1R1.B.B1" 	  "MCBX.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 30.400000 	 "VSSL.1R1.B.B1" 	  "MCBX.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 30.500000 	 "VSSL.1R1.B.B1" 	  "MCBX.1R1" 	 -0.000250 	 -0.000250 	 -0.000250 
 30.600000 	 "VSSL.1R1.B.B1" 	  "VSSL.E.1R1.B1" 	 -0.000250 	 -0.000250 	 -0.000250 
 30.700000 	 "VSSL.1R1.B.B1" 	  "VSSL.E.1R1.B1" 	 -0.000250 	 -0.000250 	 -0.000250 
 30.800000 	 "VSSL.1R1.B.B1" 	  "VSSL.E.1R1.B1" 	 -0.000250 	 -0.000250 	 -0.000250 
 30.900000 	 "VSSL.1R1.B.B1" 	  "VSSL.E.1R1.B1" 	 -0.000250 	 -0.000250 	 -0.000250 
 31.000000 	 "VSSL.1R1.B.B1" 	  "VSSL.E.1R1.B1" 	 -0.000250 	 -0.000250 	 -0.000250 
 31.100000 	 "VSSL.1R1.B.B1" 	  "VSSL.E.1R1.B1" 	 -0.000250 	 -0.000250 	 -0.000250 
 31.200000 	 "VSSL.1R1.B.B1" 	  "VSSL.E.1R1.B1" 	 -0.000250 	 -0.000250 	 -0.000250 
 31.300000 	 "VSSL.1R1.B.B1" 	  "VSSL.E.1R1.B1" 	 -0.000131 	 -0.000131 	 -0.000131 
 31.700000 	 "VSSG.2R1.A.B1" 	  "VSSG.S.2R1.B1" 	 -0.000100 	 -0.000100 	 -0.000100 
 31.800000 	 "VSSG.2R1.A.B1" 	  "VSSG.S.2R1.B1" 	 -0.000100 	 -0.000100 	 -0.000100 
 31.900000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 32.000000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 32.100000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 32.200000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 32.300000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 32.400000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 32.500000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 32.600000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 32.700000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 32.800000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 32.900000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 33.000000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 33.100000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 33.200000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 33.300000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 33.400000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 33.500000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 33.600000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 33.700000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 33.800000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 33.900000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 34.000000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 34.100000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 34.200000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 34.300000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 34.400000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 34.500000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 34.600000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 34.700000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 34.800000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 34.900000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 35.000000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 35.100000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 35.200000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 35.300000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 35.400000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 35.500000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 35.600000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 35.700000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 35.800000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 35.900000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 36.000000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 36.100000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 36.200000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 36.300000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 36.400000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
 36.500000 	 "VSSG.2R1.A.B1" 	  "MQXB.A2R1" 	 -0.000100 	 -0.000100 	 -0.000100 
